NAME,ARCHITECTURE,ARCHITECTURE_FULL_NAME,FAMILY,DEVICE,PACKAGE,SPEED,TEMPERATURE_GRADE_LETTER,REVISION,AVAILABLE_IOBS,BLOCK_RAMS,DSP,FLIPFLOPS,GB_TRANSCEIVERS,LUT_ELEMENTS,MMCM,ULTRA_RAMS,SERIES,#VERSION=1
xc7vx690t_CIVffg1930-1,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1930,-1,,,1000,1470,3600,866400,24,433200,20,
xc7vx690t_CIVffg1930-2,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1930,-2,,,1000,1470,3600,866400,24,433200,20,
xc7vx690t_CIVffg1930-2L,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1930,-2L,E,,1000,1470,3600,866400,24,433200,20,
xc7vx690t_CIVffg1930-3,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1930,-3,,,1000,1470,3600,866400,24,433200,20,
xc7vh870tflg1932-1,virtex7,Virtex-7,virtex7,xc7vh870t,flg1932,-1,,,300,1410,2520,1095200,88,547600,18,
xc7vh870tflg1932-2,virtex7,Virtex-7,virtex7,xc7vh870t,flg1932,-2,,,300,1410,2520,1095200,88,547600,18,
xc7vh870tflg1932-2G,virtex7,Virtex-7,virtex7,xc7vh870t,flg1932,-2G,,,300,1410,2520,1095200,88,547600,18,
xc7vh870tflg1932-2L,virtex7,Virtex-7,virtex7,xc7vh870t,flg1932,-2L,E,,300,1410,2520,1095200,88,547600,18,
xc7vh870thcg1932-1,virtex7,Virtex-7,virtex7,xc7vh870t,hcg1932,-1,,,300,1410,2520,1095200,88,547600,18,
xc7vh870thcg1932-2,virtex7,Virtex-7,virtex7,xc7vh870t,hcg1932,-2,,,300,1410,2520,1095200,88,547600,18,
xc7vh870thcg1932-2G,virtex7,Virtex-7,virtex7,xc7vh870t,hcg1932,-2G,,,300,1410,2520,1095200,88,547600,18,
xc7vh870thcg1932-2L,virtex7,Virtex-7,virtex7,xc7vh870t,hcg1932,-2L,E,,300,1410,2520,1095200,88,547600,18,
xc7vx980tffg1926-1,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1926,-1,,,720,1500,3600,1224000,64,612000,18,
xc7vx980tffg1926-2,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1926,-2,,,720,1500,3600,1224000,64,612000,18,
xc7vx980tffg1926-2L,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1926,-2L,E,,720,1500,3600,1224000,64,612000,18,
xc7vx980tffg1928-1,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1928,-1,,,480,1500,3600,1224000,72,612000,18,
xc7vx980tffg1928-2,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1928,-2,,,480,1500,3600,1224000,72,612000,18,
xc7vx980tffg1928-2L,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1928,-2L,E,,480,1500,3600,1224000,72,612000,18,
xc7vx980tffg1930-1,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1930,-1,,,900,1500,3600,1224000,24,612000,18,
xc7vx980tffg1930-2,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1930,-2,,,900,1500,3600,1224000,24,612000,18,
xc7vx980tffg1930-2L,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1930,-2L,E,,900,1500,3600,1224000,24,612000,18,
